Country_0,Country_1,Country_2,Country_3,Country_4,Country_5,Country_6,Headline Consumer Price Inflation,Energy Consumer Price Inflation,Food Consumer Price Inflation,Official Core Consumer Price Inflation,GDP deflator Index growth rate,Continent/Region_0,Continent/Region_1,Continent/Region_2,Continent/Region_3,GDP per Capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Score
0,0,0,1,1,0,0,1.4287567138671875,1.4299999475479126,1.015167236328125,2.02164,0.7538397190852679,0,0,1,1,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329,7.404
0,0,0,1,1,0,0,1.603,1.559999942779541,-1.0108109712600708,1.778912,2.5651174914560557,0,0,1,1,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,7.315999985
0,0,0,1,1,0,0,2.27,6.6957688331604,0.8086414933204651,2.024031,1.7564171349504414,0,0,1,1,1.33,1.532,0.896,0.653,0.321,0.291,7.328
0,0,0,1,1,0,0,1.9490000009536743,-2.2043778896331787,3.677030086517334,2.292573,1.672448082882376,0,0,1,1,1.365,1.505,1.039,0.584,0.285,0.308,7.278
0,0,0,1,1,0,0,0.7169996323073138,1.49035921205099,2.4001810550689697,1.291251,0.8324765951252412,0,0,1,1,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,7.23210001
0,0,0,1,1,0,0,3.395193,18.84977,2.195,2.397,8.069384508629843,0,0,1,1,1.447,1.044,0.798,0.648,0.246,0.335,7.103
0,0,0,1,1,0,0,6.802801,22.821032458881824,9.762547,5.064818953956207,7.3779081953468735,0,0,1,1,1.886,1.188,0.783,0.659,0.217,0.368,7.025
0,0,0,1,1,0,0,3.87900159788426,-3.799413416592013,7.842060849507315,4.125869306061247,1.0874417128959293,0,0,1,1,1.881,1.484,0.541,0.656,0.218,0.364,6.961
0,0,0,1,1,0,1,-0.972000002861023,0.8175082802772522,-5.392762660980225,-2.0764191150665283,1.548160699080562,0,1,1,0,0.35,0.766,0.192,0.174,0.198,0.078,4.35
0,0,0,1,1,0,1,2.796999931335449,0.8531125783920288,9.44,6.56008341298115,-2.764532003015234,0,1,1,0,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408,4.422699928
0,0,0,1,1,0,1,-0.7728443703591402,-1.83,-1.63,1.2388947754503072,7.199988308486284,0,1,1,0,0.255,0.353,0.0,0.24,0.215,0.084,4.355
0,0,0,1,1,0,1,5.78802687843616,0.2330648839357817,12.10469370170038,8.228000966105808,6.959944071878001,0,1,1,0,0.662,0.506,0.225,0.18,0.182,0.077,4.251
0,0,0,1,1,1,0,4.348870277404785,5.161708354949951,7.117595672607422,4.672686100006104,4.964545703468002,0,1,0,1,1.10715,1.12447,0.85857,0.44132,0.33363,0.12869,6.67
0,0,0,1,1,1,0,3.786659240722656,5.4687042236328125,3.820335149765015,4.001762866973877,4.428392807347374,0,1,0,1,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451,6.705
0,0,0,1,1,1,0,2.183,3.6164517402648926,2.0107223987579346,2.0315675735473637,4.81686937945767,0,1,0,1,1.25278461,1.284024954,0.819479704,0.376895279,0.326662421,0.082287982,6.65199995
0,0,0,1,1,1,0,2.44,4.286311149597168,3.063568353652954,1.71732759475708,2.3462410834620853,0,1,0,1,1.131,1.331,0.808,0.431,0.197,0.061,6.476
0,0,0,1,1,1,0,2.253000020980835,2.2310800552368164,2.376666784286499,2.2100000381469727,1.936742707103792,0,1,0,1,1.159,1.369,0.92,0.357,0.187,0.056,6.444
0,0,0,1,1,1,0,3.0454908480430336,2.85881682544522,6.73900318145752,2.2861428260803223,8.273270789517227,0,1,0,1,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,6.228499889
0,0,0,1,1,1,0,4.524569,9.013948,5.406,3.821,7.55988300070245,0,1,0,1,1.2,0.946,0.678,0.438,0.159,0.07,6.172
0,0,0,1,1,1,0,11.64387,20.85719266612935,17.72102,8.937606112054318,6.2285845011425245,0,1,0,1,1.651,1.08,0.748,0.46,0.124,0.069,6.172
0,0,0,1,1,1,0,7.58168251407969,3.758407690980814,12.216482572981564,6.678906575106347,7.428131216232191,0,1,0,1,1.645,1.384,0.511,0.546,0.131,0.076,6.334
0,0,0,1,1,1,1,1.4370218515396118,0.6544188857078552,2.450272560119629,1.562013030052185,0.0119937632430998,0,1,1,1,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781,5.14
0,0,0,1,1,1,1,2.0,1.2669869661331177,4.483329772949219,1.6354676485061646,0.8564518708026998,0,1,1,1,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,5.245
0,0,0,1,1,1,1,1.558,2.625730037689209,-1.3479019403457642,2.202369213104248,3.908007253198034,0,1,1,1,1.081165791,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275,5.272999763
0,0,0,1,1,1,1,2.07,2.2617886066436768,1.8352367877960205,1.7769320011138916,3.509273828255383,0,1,1,1,0.989,1.142,0.799,0.597,0.029,0.103,5.246
0,0,0,1,1,1,1,2.9030001163482666,1.303178071975708,9.349470138549805,1.7032212018966677,2.230411350131275,0,1,1,1,1.029,1.125,0.893,0.521,0.058,0.1,5.191
0,0,0,1,1,1,1,2.4194218945774257,-1.57370025541733,10.680685997009276,0.7336769700050354,0.2748589658093531,0,1,1,1,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,5.123899937
0,0,0,1,1,1,1,0.9,1.9,-1.7018946625161198,0.8266666666666681,4.371786898088724,0,1,1,1,1.061,0.785,0.665,0.636,0.093,0.117,5.339
0,0,0,1,1,1,1,1.9735755573906,2.066666666666667,2.479138544994245,0.6612007405448095,2.345619913834373,0,1,1,1,1.508,0.958,0.705,0.656,0.099,0.142,5.585
0,0,0,1,1,1,1,0.234836828893051,0.232094789978626,-0.3226595737597915,0.5887086179716063,-0.559293402415203,0,1,1,1,1.51,1.249,0.468,0.666,0.115,0.145,5.818
0,0,1,0,0,0,0,4.990231990814209,4.063190460205078,8.631762504577637,4.192455291748047,2.4495691995615214,0,1,0,1,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512,6.477
0,0,1,0,0,0,0,7.514289855957031,5.925113677978516,13.109466552734377,6.579998016357422,5.147999999999996,0,1,0,1,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399,6.481
0,0,1,0,0,0,0,4.314,4.544572353363037,0.688759982585907,5.057242393493652,5.133716285616474,0,1,0,1,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,6.356999874
0,0,1,0,0,0,0,3.24,4.021922588348389,0.8297786116600037,3.3483502864837646,4.63065149349592,0,1,0,1,0.96,1.439,0.635,0.531,0.099,0.039,6.26
0,0,1,0,0,0,0,3.5209999084472656,5.69727897644043,4.8860368728637695,3.4351017475128174,4.0107206155708255,0,1,0,1,0.985,1.41,0.841,0.47,0.099,0.034,6.125
0,0,1,0,0,0,0,2.5246205349888817,-1.1311630010604858,5.5529890060424805,2.24775,1.4297113977922586,0,1,0,1,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,6.163400173
0,0,1,0,0,0,0,3.495146,5.126013,9.726,2.073,6.50221478654836,0,1,0,1,1.021,0.866,0.615,0.554,0.1,0.063,6.012
0,0,1,0,0,0,0,10.17724,14.987850114108134,24.96117,6.503918022905375,12.42549596552186,0,1,0,1,1.452,0.929,0.72,0.545,0.087,0.077,5.781
0,0,1,0,0,0,0,11.7359044948689,21.702845966549106,14.752513645339356,9.97854457829872,7.076583530060108,0,1,0,1,1.455,1.213,0.486,0.562,0.08,0.068,5.63
0,0,1,0,0,0,1,0.8019504547119141,-2.15755295753479,3.1853954792022705,1.8122332096099851,3.9553011719814655,0,1,0,1,0.95578,1.23788,0.86027,0.63376,0.25497,0.10583,7.226
0,0,1,0,0,0,1,-0.0175552368164062,1.148043155670166,-0.8135222792625427,0.1439378708600998,1.959036422556196,0,1,0,1,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547,7.087
0,0,1,0,0,0,1,1.626,1.2316231727600098,1.6839561462402344,1.2417688369750977,2.858435934623174,0,1,0,1,1.109706283,1.416403651,0.759509265,0.58013165,0.214613229,0.100106589,7.078999996
0,0,1,0,0,0,1,2.22,4.337595462799072,1.6329941749572754,2.0965051651000977,2.6140000000000043,0,1,0,1,1.01,1.459,0.817,0.632,0.143,0.101,7.072
0,0,1,0,0,0,1,2.0969998836517334,-1.011775016784668,0.7986828684806824,2.379258394241333,2.211199251564105,0,1,0,1,1.034,1.441,0.963,0.558,0.144,0.093,7.167
0,0,1,0,0,0,1,0.7249114781310019,1.91277541944613,0.4847958385944366,1.310271,0.5243938483834476,0,1,0,1,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,7.121399879
0,0,1,0,0,0,1,1.726478,7.07,2.241,0.884,2.02914007969832,0,1,0,1,1.134,0.966,0.722,0.673,0.105,0.083,7.069
0,0,1,0,0,0,1,0.525193508693455,-9.901313847268415,3.382632889149217,1.0390977787230635,-0.128822273492358,0,1,0,1,1.587,1.34,0.503,0.683,0.099,0.116,6.609
0,0,1,0,0,1,0,-0.4612345099449157,-5.9,0.3931697309017181,0.7302946448326111,0.0830689472261961,0,0,1,0,1.08254,0.79624,0.78805,0.25883,0.05444,0.0243,5.759
0,0,1,0,0,1,0,-1.1200960874557495,-5.7,-0.4749588966369629,0.1416666656732559,-0.0979999999999989,0,0,1,0,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,5.488
0,0,1,0,0,1,0,1.129,-0.1,2.9135982990264893,0.7073312997817993,1.162138896118197,0,0,1,0,1.222556233,0.967983007,0.701288521,0.255772293,0.248002976,0.04310311,5.293000221
0,0,1,0,0,1,0,1.5,5.6,0.9925114512443542,0.8593620657920837,1.999742734729823,0,0,1,0,1.115,1.161,0.737,0.38,0.12,0.039,5.321
0,0,1,0,0,1,0,0.7720000147819519,0.9,-0.1208313181996345,0.9093888401985168,1.4997477785107216,0,0,1,0,1.155,1.266,0.914,0.296,0.119,0.022,5.432
0,0,1,0,0,1,0,0.2750000059604645,-6.5,1.9275747537612915,0.998619794845581,0.9958902800344084,0,0,1,0,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,5.504700184
